Transaction_ID,Date,Time,Age_Group,Category,Product_Name,Price,Quantity,Payment_Method,Store_Location,Total_Amount
T00656,2026-02-02,15:04,20s,Snack,빼빼로,1500,1,Mobile Pay,Hongdae,1500
T00657,2026-02-02,09:48,30s,Beverage,에너지드링크,2200,2,Cash,Yeouido,4400
T00658,2026-01-24,13:12,10s,Snack,초코빈,1200,1,Points,Gangnam,1200
T00659,2026-01-28,05:08,10s,Beverage,에너지드링크,2200,3,Credit Card,Sinsa,6600
T00660,2026-02-09,22:36,10s,Fresh Food,샌드위치,2800,3,Points,Sinsa,8400
T00661,2026-01-05,07:38,30s,Beverage,바나나우유,1700,1,Cash,Hongdae,1700
T00662,2026-01-31,00:42,30s,Beverage,아이스 아메리카노,2500,3,Mobile Pay,Hongdae,7500
T00663,2026-01-30,23:58,20s,Tobacco,메비우스,4500,3,Cash,Sinsa,13500
T00664,2026-01-13,02:04,20s,Instant Food,불닭볶음면 큰컵,1800,1,Points,Sinsa,1800
T00665,2026-01-21,18:31,20s,Snack,빼빼로,1500,3,Credit Card,Mapo,4500
T00666,2026-02-06,10:35,30s,Snack,포카칩,1700,2,Points,Gangnam,3400
T00667,2026-02-11,01:56,40s,Tobacco,메비우스,4500,2,Cash,Mapo,9000
T00668,2026-01-28,09:01,20s,Tobacco,메비우스,4500,3,Credit Card,Mapo,13500
T00669,2026-01-26,15:40,30s,Beverage,바나나우유,1700,3,Cash,Sinsa,5100
T00670,2026-01-15,12:46,10s,Instant Food,불닭볶음면 큰컵,1800,3,Points,Yeouido,5400
T00671,2026-02-14,11:30,10s,Fresh Food,혜자로운 도시락,5200,1,Credit Card,Sinsa,5200
T00672,2026-01-05,07:54,60s+,Beverage,아이스 아메리카노,2500,1,Cash,Yeouido,2500
T00673,2026-01-06,00:06,30s,Snack,초코빈,1200,2,Credit Card,Yeouido,2400
T00674,2026-01-02,17:05,30s,Fresh Food,혜자로운 도시락,5200,1,Cash,Mapo,5200
T00675,2026-02-09,01:32,20s,Beverage,바나나우유,1700,2,Points,Gangnam,3400
T00676,2026-02-01,19:49,30s,Beverage,아이스 아메리카노,2500,3,Mobile Pay,Mapo,7500
T00677,2026-01-03,07:25,50s,Beverage,아이스 아메리카노,2500,2,Credit Card,Yeouido,5000
T00678,2026-01-27,10:02,10s,Instant Food,불닭볶음면 큰컵,1800,2,Cash,Gangnam,3600
T00679,2026-01-29,03:56,50s,Alcohol,와인,15000,2,Credit Card,Mapo,30000
T00680,2026-01-01,17:37,30s,Fresh Food,혜자로운 도시락,5200,1,Mobile Pay,Gangnam,5200
T00681,2026-01-19,08:30,30s,Snack,포카칩,1700,1,Points,Sinsa,1700
T00682,2026-01-05,06:11,10s,Fresh Food,샌드위치,2800,1,Cash,Yeouido,2800
T00683,2026-01-15,21:28,30s,Tobacco,에쎄 프라임,4500,2,Credit Card,Hongdae,9000
T00684,2026-02-15,06:23,30s,Snack,빼빼로,1500,3,Credit Card,Mapo,4500
T00685,2026-02-08,23:02,20s,Fresh Food,혜자로운 도시락,5200,2,Mobile Pay,Gangnam,10400
T00686,2026-01-13,13:11,20s,Fresh Food,샌드위치,2800,3,Points,Yeouido,8400
T00687,2026-02-14,10:17,30s,Snack,빼빼로,1500,1,Mobile Pay,Hongdae,1500
T00688,2026-01-25,23:28,50s,Instant Food,컵누들,1800,2,Credit Card,Sinsa,3600
T00689,2026-01-08,01:32,30s,Alcohol,와인,15000,1,Credit Card,Sinsa,15000
T00690,2026-02-08,01:45,60s+,Beverage,바나나우유,1700,1,Cash,Hongdae,1700
T00691,2026-02-04,04:09,20s,Instant Food,신라면 소컵,1100,1,Cash,Hongdae,1100
T00692,2026-01-26,18:18,30s,Beverage,아이스 아메리카노,2500,3,Points,Gangnam,7500
T00693,2026-01-17,07:54,20s,Snack,포카칩,1700,3,Mobile Pay,Sinsa,5100
T00694,2026-02-10,04:32,10s,Beverage,에너지드링크,2200,3,Cash,Hongdae,6600
T00695,2026-01-14,06:01,60s+,Tobacco,에쎄 프라임,4500,2,Credit Card,Sinsa,9000
T00696,2026-02-12,04:15,40s,Fresh Food,참치마요 삼각김밥,1200,2,Credit Card,Hongdae,2400
T00697,2026-01-14,20:08,20s,Instant Food,컵누들,1800,2,Cash,Yeouido,3600
T00698,2026-02-12,23:14,60s+,Fresh Food,샌드위치,2800,3,Points,Mapo,8400
T00699,2026-02-12,06:05,60s+,Alcohol,소주,2100,2,Mobile Pay,Sinsa,4200
T00700,2026-01-03,09:05,30s,Instant Food,컵누들,1800,2,Mobile Pay,Sinsa,3600
T00701,2026-02-15,08:31,30s,Instant Food,신라면 소컵,1100,2,Points,Sinsa,2200
T00702,2026-01-05,23:37,40s,Instant Food,불닭볶음면 큰컵,1800,3,Mobile Pay,Hongdae,5400
T00703,2026-01-20,23:23,20s,Tobacco,메비우스,4500,1,Cash,Yeouido,4500
T00704,2026-02-09,00:36,30s,Beverage,아이스 아메리카노,2500,2,Mobile Pay,Yeouido,5000
T00705,2026-02-08,04:28,50s,Fresh Food,참치마요 삼각김밥,1200,1,Cash,Sinsa,1200
T00706,2026-01-23,10:43,20s,Fresh Food,혜자로운 도시락,5200,1,Cash,Hongdae,5200
T00707,2026-01-19,23:24,40s,Instant Food,신라면 소컵,1100,1,Mobile Pay,Hongdae,1100
T00708,2026-02-09,02:29,20s,Tobacco,에쎄 프라임,4500,2,Credit Card,Yeouido,9000
T00709,2026-01-31,05:51,10s,Beverage,아이스 아메리카노,2500,3,Mobile Pay,Yeouido,7500
T00710,2026-01-09,21:38,20s,Alcohol,소주,2100,3,Credit Card,Gangnam,6300
T00711,2026-02-03,02:40,50s,Tobacco,메비우스,4500,1,Cash,Gangnam,4500
T00712,2026-01-21,10:51,60s+,Alcohol,와인,15000,1,Cash,Yeouido,15000
T00713,2026-01-05,13:02,60s+,Tobacco,에쎄 프라임,4500,2,Mobile Pay,Gangnam,9000
T00714,2026-01-11,15:50,20s,Alcohol,소주,2100,2,Credit Card,Mapo,4200
T00715,2026-01-02,16:22,60s+,Tobacco,에쎄 프라임,4500,2,Points,Hongdae,9000
T00716,2026-01-18,09:26,20s,Tobacco,에쎄 프라임,4500,1,Cash,Sinsa,4500
T00717,2026-01-11,08:44,50s,Alcohol,캔맥주 500ml,2800,2,Mobile Pay,Gangnam,5600
T00718,2026-01-04,11:06,20s,Fresh Food,참치마요 삼각김밥,1200,1,Mobile Pay,Gangnam,1200
T00719,2026-02-09,22:19,50s,Tobacco,에쎄 프라임,4500,2,Mobile Pay,Sinsa,9000
T00720,2026-01-04,08:08,20s,Instant Food,신라면 소컵,1100,2,Credit Card,Yeouido,2200
T00721,2026-02-04,23:59,40s,Tobacco,메비우스,4500,3,Points,Yeouido,13500
T00722,2026-02-11,08:41,30s,Fresh Food,샌드위치,2800,2,Points,Sinsa,5600
T00723,2026-02-15,12:46,50s,Alcohol,소주,2100,1,Cash,Sinsa,2100
T00724,2026-01-15,10:53,50s,Alcohol,와인,15000,2,Mobile Pay,Yeouido,30000
T00725,2026-01-13,00:43,10s,Beverage,아이스 아메리카노,2500,2,Cash,Hongdae,5000
T00726,2026-01-11,11:52,40s,Alcohol,소주,2100,2,Mobile Pay,Mapo,4200
T00727,2026-01-31,16:37,40s,Snack,초코빈,1200,1,Cash,Yeouido,1200
T00728,2026-01-10,11:06,40s,Alcohol,소주,2100,3,Points,Hongdae,6300
T00729,2026-01-08,21:01,30s,Alcohol,와인,15000,1,Points,Yeouido,15000
T00730,2026-01-08,05:39,30s,Tobacco,에쎄 프라임,4500,2,Cash,Mapo,9000
T00731,2026-01-26,12:26,20s,Fresh Food,참치마요 삼각김밥,1200,1,Mobile Pay,Gangnam,1200
T00732,2026-02-03,14:59,30s,Fresh Food,샌드위치,2800,3,Credit Card,Hongdae,8400
T00733,2026-02-01,16:36,20s,Instant Food,컵누들,1800,1,Cash,Yeouido,1800
T00734,2026-01-05,07:43,20s,Alcohol,캔맥주 500ml,2800,3,Credit Card,Yeouido,8400
T00735,2026-01-22,06:35,10s,Instant Food,신라면 소컵,1100,1,Points,Hongdae,1100
T00736,2026-01-17,20:53,20s,Snack,빼빼로,1500,2,Mobile Pay,Gangnam,3000
T00737,2026-01-27,18:50,10s,Instant Food,신라면 소컵,1100,1,Credit Card,Gangnam,1100
T00738,2026-01-01,06:22,30s,Fresh Food,샌드위치,2800,2,Cash,Sinsa,5600
T00739,2026-01-29,01:20,30s,Beverage,에너지드링크,2200,3,Credit Card,Sinsa,6600
T00740,2026-01-12,06:12,30s,Beverage,아이스 아메리카노,2500,2,Points,Sinsa,5000
T00741,2026-01-19,20:09,50s,Instant Food,컵누들,1800,3,Points,Yeouido,5400
T00742,2026-01-02,19:49,20s,Fresh Food,샌드위치,2800,1,Credit Card,Sinsa,2800
T00743,2026-02-09,22:40,40s,Snack,빼빼로,1500,1,Points,Gangnam,1500
T00744,2026-01-01,22:09,20s,Beverage,에너지드링크,2200,2,Credit Card,Hongdae,4400
T00745,2026-02-04,13:04,20s,Beverage,아이스 아메리카노,2500,3,Cash,Gangnam,7500
T00746,2026-02-09,18:37,20s,Alcohol,소주,2100,1,Points,Gangnam,2100
T00747,2026-02-03,02:11,20s,Instant Food,불닭볶음면 큰컵,1800,1,Points,Gangnam,1800
T00748,2026-01-21,08:05,50s,Snack,빼빼로,1500,2,Mobile Pay,Yeouido,3000
T00749,2026-01-29,21:21,20s,Alcohol,캔맥주 500ml,2800,1,Mobile Pay,Gangnam,2800
T00750,2026-01-20,21:09,30s,Tobacco,에쎄 프라임,4500,2,Credit Card,Mapo,9000
T00751,2026-01-16,09:24,50s,Alcohol,캔맥주 500ml,2800,2,Credit Card,Mapo,5600
T00752,2026-01-03,23:21,20s,Fresh Food,샌드위치,2800,3,Points,Mapo,8400
T00753,2026-02-06,18:49,30s,Fresh Food,혜자로운 도시락,5200,1,Cash,Sinsa,5200
T00754,2026-01-25,17:37,30s,Instant Food,컵누들,1800,3,Mobile Pay,Yeouido,5400
T00755,2026-01-15,08:34,30s,Fresh Food,샌드위치,2800,1,Mobile Pay,Mapo,2800
T00756,2026-01-02,02:59,20s,Beverage,바나나우유,1700,2,Mobile Pay,Mapo,3400
T00757,2026-01-21,19:30,20s,Instant Food,신라면 소컵,1100,3,Mobile Pay,Hongdae,3300
T00758,2026-01-08,00:15,20s,Beverage,바나나우유,1700,1,Mobile Pay,Mapo,1700
T00759,2026-01-26,02:34,30s,Beverage,바나나우유,1700,1,Mobile Pay,Hongdae,1700
T00760,2026-01-06,03:18,30s,Alcohol,소주,2100,3,Mobile Pay,Sinsa,6300
T00761,2026-01-14,11:19,30s,Beverage,에너지드링크,2200,2,Credit Card,Mapo,4400
T00762,2026-02-04,10:56,20s,Snack,초코빈,1200,2,Points,Mapo,2400
T00763,2026-01-27,18:26,30s,Fresh Food,참치마요 삼각김밥,1200,2,Points,Mapo,2400
T00764,2026-01-23,17:33,20s,Instant Food,신라면 소컵,1100,1,Mobile Pay,Gangnam,1100
T00765,2026-02-11,04:20,30s,Fresh Food,혜자로운 도시락,5200,2,Mobile Pay,Sinsa,10400
T00766,2026-01-02,03:54,20s,Instant Food,불닭볶음면 큰컵,1800,3,Points,Hongdae,5400
T00767,2026-01-09,17:41,50s,Instant Food,불닭볶음면 큰컵,1800,2,Points,Mapo,3600
T00768,2026-01-26,22:12,10s,Beverage,바나나우유,1700,1,Points,Mapo,1700
T00769,2026-01-20,03:07,10s,Snack,포카칩,1700,1,Credit Card,Sinsa,1700
T00770,2026-02-05,13:31,60s+,Beverage,아이스 아메리카노,2500,2,Mobile Pay,Sinsa,5000
T00771,2026-01-14,08:50,30s,Fresh Food,참치마요 삼각김밥,1200,3,Credit Card,Mapo,3600
T00772,2026-01-09,03:16,10s,Instant Food,불닭볶음면 큰컵,1800,3,Points,Mapo,5400
T00773,2026-01-16,14:30,40s,Tobacco,에쎄 프라임,4500,3,Points,Yeouido,13500
T00774,2026-01-17,08:22,60s+,Alcohol,캔맥주 500ml,2800,1,Cash,Gangnam,2800
T00775,2026-01-11,11:39,30s,Fresh Food,참치마요 삼각김밥,1200,3,Cash,Sinsa,3600
T00776,2026-01-21,19:17,30s,Beverage,아이스 아메리카노,2500,3,Cash,Gangnam,7500
T00777,2026-01-05,04:06,20s,Beverage,에너지드링크,2200,1,Points,Sinsa,2200
T00778,2026-01-25,02:58,20s,Alcohol,와인,15000,2,Cash,Sinsa,30000
T00779,2026-01-09,14:26,40s,Tobacco,메비우스,4500,2,Points,Hongdae,9000
T00780,2026-01-23,16:02,50s,Alcohol,와인,15000,1,Mobile Pay,Hongdae,15000
T00781,2026-01-25,04:56,40s,Beverage,바나나우유,1700,2,Cash,Yeouido,3400
T00782,2026-02-03,12:09,20s,Snack,포카칩,1700,1,Mobile Pay,Gangnam,1700
T00783,2026-01-03,06:11,30s,Beverage,아이스 아메리카노,2500,1,Cash,Hongdae,2500
T00784,2026-02-01,15:03,50s,Tobacco,메비우스,4500,2,Credit Card,Sinsa,9000
T00785,2026-02-04,07:32,30s,Snack,빼빼로,1500,1,Credit Card,Gangnam,1500
T00786,2026-01-04,03:51,10s,Fresh Food,샌드위치,2800,3,Mobile Pay,Sinsa,8400
T00787,2026-01-24,23:51,10s,Fresh Food,혜자로운 도시락,5200,3,Cash,Gangnam,15600
T00788,2026-01-19,05:33,20s,Beverage,바나나우유,1700,3,Mobile Pay,Sinsa,5100
T00789,2026-01-07,06:30,20s,Alcohol,소주,2100,1,Credit Card,Mapo,2100
T00790,2026-01-04,15:59,10s,Fresh Food,샌드위치,2800,2,Mobile Pay,Hongdae,5600
T00791,2026-02-01,11:27,20s,Tobacco,메비우스,4500,2,Cash,Yeouido,9000
T00792,2026-01-13,07:08,30s,Beverage,아이스 아메리카노,2500,1,Cash,Mapo,2500
T00793,2026-01-04,13:41,50s,Snack,포카칩,1700,1,Points,Gangnam,1700
T00794,2026-01-13,23:26,20s,Instant Food,컵누들,1800,3,Mobile Pay,Mapo,5400
T00795,2026-02-07,02:07,10s,Snack,포카칩,1700,3,Cash,Gangnam,5100
T00796,2026-01-09,16:17,20s,Beverage,에너지드링크,2200,1,Mobile Pay,Gangnam,2200
T00797,2026-01-23,20:32,20s,Alcohol,캔맥주 500ml,2800,2,Cash,Hongdae,5600
T00798,2026-01-21,04:49,20s,Alcohol,소주,2100,1,Cash,Mapo,2100
T00799,2026-01-25,18:48,10s,Instant Food,신라면 소컵,1100,2,Mobile Pay,Hongdae,2200
T00800,2026-01-02,08:56,20s,Fresh Food,혜자로운 도시락,5200,1,Points,Sinsa,5200
T00801,2026-02-04,01:12,40s,Alcohol,캔맥주 500ml,2800,2,Credit Card,Yeouido,5600
T00802,2026-02-09,23:29,30s,Beverage,아이스 아메리카노,2500,1,Cash,Hongdae,2500
T00803,2026-02-08,13:37,30s,Beverage,바나나우유,1700,1,Points,Sinsa,1700
T00804,2026-02-03,02:09,20s,Beverage,에너지드링크,2200,3,Points,Hongdae,6600
T00805,2026-01-19,21:04,40s,Alcohol,캔맥주 500ml,2800,2,Mobile Pay,Yeouido,5600
T00806,2026-01-17,19:37,30s,Snack,빼빼로,1500,1,Points,Hongdae,1500
T00807,2026-02-05,18:24,30s,Alcohol,와인,15000,3,Points,Mapo,45000
T00808,2026-01-12,05:56,50s,Alcohol,와인,15000,1,Cash,Gangnam,15000
T00809,2026-02-05,09:46,20s,Beverage,아이스 아메리카노,2500,1,Points,Mapo,2500
T00810,2026-02-01,02:06,30s,Tobacco,메비우스,4500,1,Credit Card,Gangnam,4500
T00811,2026-01-23,10:29,20s,Instant Food,신라면 소컵,1100,2,Cash,Yeouido,2200
T00812,2026-01-03,05:24,40s,Tobacco,에쎄 프라임,4500,1,Credit Card,Gangnam,4500
T00813,2026-01-30,22:02,50s,Alcohol,소주,2100,3,Credit Card,Sinsa,6300
T00814,2026-02-10,21:55,30s,Fresh Food,참치마요 삼각김밥,1200,3,Points,Sinsa,3600
T00815,2026-01-07,23:51,30s,Instant Food,신라면 소컵,1100,1,Mobile Pay,Gangnam,1100
T00816,2026-01-30,11:38,20s,Beverage,아이스 아메리카노,2500,2,Points,Gangnam,5000
T00817,2026-01-24,01:33,20s,Alcohol,와인,15000,3,Cash,Gangnam,45000
T00818,2026-01-11,10:13,40s,Alcohol,캔맥주 500ml,2800,2,Mobile Pay,Gangnam,5600
T00819,2026-02-12,13:01,10s,Beverage,바나나우유,1700,1,Credit Card,Hongdae,1700
T00820,2026-02-14,20:45,50s,Alcohol,와인,15000,1,Mobile Pay,Mapo,15000
T00821,2026-02-08,12:59,10s,Beverage,바나나우유,1700,1,Credit Card,Yeouido,1700
T00822,2026-02-07,08:54,30s,Instant Food,신라면 소컵,1100,1,Cash,Sinsa,1100
T00823,2026-01-19,07:44,20s,Tobacco,에쎄 프라임,4500,3,Mobile Pay,Gangnam,13500
T00824,2026-01-22,02:55,60s+,Beverage,바나나우유,1700,1,Cash,Mapo,1700
T00825,2026-01-09,11:30,40s,Snack,포카칩,1700,1,Credit Card,Hongdae,1700
T00826,2026-02-02,01:18,40s,Alcohol,와인,15000,1,Mobile Pay,Gangnam,15000
T00827,2026-02-11,00:35,10s,Instant Food,컵누들,1800,3,Credit Card,Yeouido,5400
T00828,2026-01-17,16:39,20s,Beverage,에너지드링크,2200,2,Credit Card,Gangnam,4400
T00829,2026-01-24,22:34,10s,Snack,빼빼로,1500,2,Credit Card,Hongdae,3000
T00830,2026-02-08,11:55,40s,Snack,초코빈,1200,2,Mobile Pay,Hongdae,2400
T00831,2026-01-04,15:23,30s,Fresh Food,참치마요 삼각김밥,1200,2,Points,Gangnam,2400
T00832,2026-02-13,18:25,50s,Beverage,에너지드링크,2200,3,Credit Card,Sinsa,6600
T00833,2026-01-14,14:28,20s,Fresh Food,혜자로운 도시락,5200,3,Mobile Pay,Mapo,15600
T00834,2026-02-02,22:00,20s,Fresh Food,샌드위치,2800,2,Points,Hongdae,5600
T00835,2026-01-25,04:04,30s,Fresh Food,참치마요 삼각김밥,1200,2,Mobile Pay,Mapo,2400
T00836,2026-01-20,08:59,30s,Snack,포카칩,1700,2,Mobile Pay,Yeouido,3400
T00837,2026-01-09,23:51,20s,Alcohol,캔맥주 500ml,2800,3,Credit Card,Yeouido,8400
T00838,2026-01-31,15:04,40s,Beverage,에너지드링크,2200,3,Cash,Sinsa,6600
T00839,2026-01-08,21:42,10s,Instant Food,컵누들,1800,3,Points,Sinsa,5400
T00840,2026-01-07,14:55,40s,Fresh Food,혜자로운 도시락,5200,3,Credit Card,Mapo,15600
T00841,2026-01-05,05:47,30s,Beverage,아이스 아메리카노,2500,2,Cash,Yeouido,5000
T00842,2026-02-03,14:55,40s,Tobacco,에쎄 프라임,4500,3,Credit Card,Mapo,13500
T00843,2026-01-08,17:17,10s,Fresh Food,참치마요 삼각김밥,1200,3,Cash,Sinsa,3600
T00844,2026-01-01,07:55,20s,Beverage,바나나우유,1700,3,Credit Card,Hongdae,5100
T00845,2026-02-06,12:14,10s,Fresh Food,혜자로운 도시락,5200,1,Mobile Pay,Hongdae,5200
T00846,2026-01-31,16:23,50s,Alcohol,와인,15000,1,Cash,Hongdae,15000
T00847,2026-02-04,17:50,20s,Alcohol,와인,15000,1,Mobile Pay,Sinsa,15000
T00848,2026-02-10,03:22,30s,Alcohol,와인,15000,2,Points,Hongdae,30000
T00849,2026-01-31,01:32,10s,Snack,초코빈,1200,3,Points,Yeouido,3600
T00850,2026-02-04,05:45,30s,Fresh Food,혜자로운 도시락,5200,3,Credit Card,Sinsa,15600
T00851,2026-01-11,18:54,20s,Beverage,에너지드링크,2200,1,Mobile Pay,Gangnam,2200
T00852,2026-02-01,07:26,40s,Alcohol,와인,15000,2,Cash,Yeouido,30000
T00853,2026-02-09,12:16,10s,Beverage,바나나우유,1700,3,Cash,Mapo,5100
T00854,2026-02-05,15:36,30s,Beverage,바나나우유,1700,1,Credit Card,Sinsa,1700
T00855,2026-01-16,03:05,20s,Fresh Food,참치마요 삼각김밥,1200,1,Cash,Gangnam,1200
T00856,2026-02-01,13:01,20s,Snack,빼빼로,1500,1,Credit Card,Yeouido,1500
T00857,2026-02-11,09:52,20s,Instant Food,불닭볶음면 큰컵,1800,2,Credit Card,Sinsa,3600
T00858,2026-01-13,13:47,20s,Instant Food,불닭볶음면 큰컵,1800,2,Credit Card,Hongdae,3600
T00859,2026-01-14,18:17,60s+,Alcohol,와인,15000,1,Points,Sinsa,15000
T00860,2026-01-09,03:53,20s,Snack,포카칩,1700,2,Mobile Pay,Yeouido,3400
T00861,2026-01-09,06:25,40s,Alcohol,와인,15000,3,Cash,Hongdae,45000
T00862,2026-01-31,04:55,20s,Beverage,에너지드링크,2200,3,Points,Yeouido,6600
T00863,2026-01-15,12:39,30s,Tobacco,메비우스,4500,3,Credit Card,Hongdae,13500
T00864,2026-01-20,17:41,40s,Tobacco,에쎄 프라임,4500,1,Points,Yeouido,4500
T00865,2026-01-24,15:39,50s,Instant Food,컵누들,1800,1,Cash,Yeouido,1800
T00866,2026-01-13,18:17,10s,Instant Food,컵누들,1800,3,Credit Card,Hongdae,5400
T00867,2026-01-19,21:00,20s,Alcohol,소주,2100,2,Points,Mapo,4200
T00868,2026-02-13,14:32,50s,Beverage,바나나우유,1700,3,Credit Card,Hongdae,5100
T00869,2026-02-02,00:03,20s,Instant Food,불닭볶음면 큰컵,1800,3,Cash,Sinsa,5400
T00870,2026-01-08,11:08,30s,Snack,초코빈,1200,3,Points,Gangnam,3600
T00871,2026-02-10,08:25,20s,Beverage,에너지드링크,2200,2,Points,Hongdae,4400
T00872,2026-02-07,14:50,20s,Tobacco,메비우스,4500,1,Mobile Pay,Hongdae,4500
T00873,2026-02-01,07:08,30s,Beverage,바나나우유,1700,1,Mobile Pay,Gangnam,1700
T00874,2026-02-14,10:44,30s,Instant Food,컵누들,1800,2,Cash,Sinsa,3600
T00875,2026-02-03,14:46,20s,Alcohol,캔맥주 500ml,2800,3,Cash,Yeouido,8400
T00876,2026-01-31,13:49,20s,Fresh Food,샌드위치,2800,1,Credit Card,Sinsa,2800
T00877,2026-02-10,11:24,20s,Instant Food,컵누들,1800,2,Credit Card,Gangnam,3600
T00878,2026-02-01,16:28,20s,Tobacco,메비우스,4500,3,Points,Yeouido,13500
T00879,2026-01-15,11:18,10s,Fresh Food,샌드위치,2800,3,Credit Card,Sinsa,8400
T00880,2026-01-09,02:51,30s,Fresh Food,샌드위치,2800,2,Credit Card,Hongdae,5600
T00881,2026-01-30,00:50,30s,Beverage,에너지드링크,2200,3,Mobile Pay,Gangnam,6600
T00882,2026-01-02,08:49,30s,Beverage,아이스 아메리카노,2500,2,Cash,Hongdae,5000
T00883,2026-01-28,14:53,50s,Fresh Food,참치마요 삼각김밥,1200,3,Mobile Pay,Hongdae,3600
T00884,2026-01-16,14:11,40s,Fresh Food,참치마요 삼각김밥,1200,3,Points,Mapo,3600
T00885,2026-01-15,08:44,20s,Snack,빼빼로,1500,1,Mobile Pay,Yeouido,1500
T00886,2026-01-22,22:55,20s,Beverage,아이스 아메리카노,2500,2,Points,Mapo,5000
T00887,2026-01-13,18:28,20s,Beverage,바나나우유,1700,3,Mobile Pay,Yeouido,5100
T00888,2026-01-14,02:17,30s,Fresh Food,혜자로운 도시락,5200,2,Credit Card,Sinsa,10400
T00889,2026-01-26,19:48,50s,Alcohol,와인,15000,1,Points,Mapo,15000
T00890,2026-02-05,19:50,30s,Alcohol,와인,15000,1,Cash,Gangnam,15000
T00891,2026-02-12,17:12,30s,Fresh Food,혜자로운 도시락,5200,1,Points,Gangnam,5200
T00892,2026-02-10,01:26,30s,Snack,포카칩,1700,2,Mobile Pay,Mapo,3400
T00893,2026-01-23,07:07,30s,Alcohol,소주,2100,2,Cash,Mapo,4200
T00894,2026-02-01,13:55,60s+,Beverage,에너지드링크,2200,1,Mobile Pay,Yeouido,2200
T00895,2026-01-30,19:39,60s+,Alcohol,캔맥주 500ml,2800,1,Points,Yeouido,2800
T00896,2026-01-22,04:56,30s,Fresh Food,참치마요 삼각김밥,1200,1,Credit Card,Mapo,1200
T00897,2026-02-08,05:16,30s,Beverage,아이스 아메리카노,2500,2,Credit Card,Yeouido,5000
T00898,2026-01-13,09:43,30s,Alcohol,소주,2100,3,Credit Card,Sinsa,6300
T00899,2026-02-01,11:58,60s+,Snack,빼빼로,1500,1,Mobile Pay,Gangnam,1500
T00900,2026-01-13,23:40,50s,Alcohol,와인,15000,3,Mobile Pay,Yeouido,45000
T00901,2026-01-14,18:41,30s,Instant Food,불닭볶음면 큰컵,1800,3,Cash,Mapo,5400
T00902,2026-01-15,00:48,10s,Instant Food,컵누들,1800,1,Mobile Pay,Mapo,1800
T00903,2026-01-14,22:39,60s+,Instant Food,컵누들,1800,3,Points,Gangnam,5400
T00904,2026-01-08,17:59,30s,Fresh Food,샌드위치,2800,2,Credit Card,Mapo,5600
T00905,2026-01-15,08:52,40s,Snack,포카칩,1700,1,Credit Card,Sinsa,1700
T00906,2026-01-08,16:12,30s,Fresh Food,샌드위치,2800,3,Mobile Pay,Yeouido,8400
T00907,2026-01-30,05:05,20s,Beverage,바나나우유,1700,1,Points,Hongdae,1700
T00908,2026-01-29,17:53,40s,Alcohol,소주,2100,1,Points,Yeouido,2100
T00909,2026-01-21,17:05,40s,Alcohol,캔맥주 500ml,2800,2,Points,Yeouido,5600
T00910,2026-02-13,08:15,20s,Fresh Food,참치마요 삼각김밥,1200,3,Points,Sinsa,3600
T00911,2026-02-02,15:49,10s,Instant Food,신라면 소컵,1100,3,Points,Hongdae,3300
T00912,2026-01-10,18:10,20s,Snack,초코빈,1200,3,Cash,Gangnam,3600
T00913,2026-01-04,13:27,40s,Alcohol,와인,15000,3,Mobile Pay,Mapo,45000
T00914,2026-01-10,17:27,10s,Beverage,아이스 아메리카노,2500,2,Points,Sinsa,5000
T00915,2026-01-06,19:12,20s,Beverage,에너지드링크,2200,1,Mobile Pay,Gangnam,2200
T00916,2026-01-10,19:18,40s,Alcohol,캔맥주 500ml,2800,2,Credit Card,Gangnam,5600
T00917,2026-01-27,22:34,40s,Fresh Food,샌드위치,2800,2,Mobile Pay,Mapo,5600
T00918,2026-02-13,13:11,20s,Alcohol,캔맥주 500ml,2800,3,Points,Mapo,8400
T00919,2026-01-18,06:33,30s,Beverage,아이스 아메리카노,2500,2,Mobile Pay,Mapo,5000
T00920,2026-01-21,18:44,20s,Alcohol,와인,15000,1,Mobile Pay,Mapo,15000
T00921,2026-01-12,06:49,40s,Alcohol,와인,15000,2,Mobile Pay,Hongdae,30000
T00922,2026-02-04,12:54,40s,Fresh Food,참치마요 삼각김밥,1200,3,Credit Card,Yeouido,3600
T00923,2026-02-15,00:28,30s,Fresh Food,샌드위치,2800,1,Cash,Yeouido,2800
T00924,2026-01-03,17:40,40s,Snack,초코빈,1200,1,Cash,Mapo,1200
T00925,2026-02-06,05:40,20s,Beverage,바나나우유,1700,3,Credit Card,Mapo,5100
T00926,2026-01-20,06:54,10s,Fresh Food,혜자로운 도시락,5200,1,Points,Gangnam,5200
T00927,2026-01-26,05:04,30s,Beverage,아이스 아메리카노,2500,3,Credit Card,Sinsa,7500
T00928,2026-01-08,16:14,20s,Tobacco,메비우스,4500,2,Mobile Pay,Gangnam,9000
T00929,2026-01-13,16:46,60s+,Snack,초코빈,1200,3,Credit Card,Yeouido,3600
T00930,2026-02-07,16:09,30s,Beverage,에너지드링크,2200,2,Cash,Mapo,4400
T00931,2026-02-08,13:22,20s,Alcohol,소주,2100,2,Credit Card,Sinsa,4200
T00932,2026-01-04,13:17,10s,Snack,포카칩,1700,1,Cash,Gangnam,1700
T00933,2026-02-05,07:16,10s,Fresh Food,참치마요 삼각김밥,1200,2,Mobile Pay,Yeouido,2400
